state,territory_code,construction_type,rate
colorado,112,masonry_joisted,0.026
colorado,112,non_combustible,0.026
colorado,112,masonry_non_combustible,0.011
colorado,112,modified_fire_resistive,0.006
colorado,112,fire_resistive,0.006
colorado,113,frame,0.114
colorado,113,masonry_joisted,0.114
colorado,113,non_combustible,0.114
colorado,113,masonry_non_combustible,0.012
colorado,113,modified_fire_resistive,0.005
colorado,113,fire_resistive,0.005
colorado,114,frame,0.116
colorado,114,masonry_joisted,0.116
colorado,114,non_combustible,0.116
colorado,114,masonry_non_combustible,0.012
colorado,114,modified_fire_resistive,0.005
colorado,114,fire_resistive,0.005
colorado,124,frame,0.116
colorado,124,masonry_joisted,0.116
colorado,124,non_combustible,0.116
colorado,124,masonry_non_combustible,0.012
colorado,124,modified_fire_resistive,0.005
colorado,124,fire_resistive,0.005
colorado,133,frame,0.114
colorado,133,masonry_joisted,0.114
colorado,133,non_combustible,0.114
colorado,133,masonry_non_combustible,0.012
colorado,133,modified_fire_resistive,0.005
colorado,133,fire_resistive,0.005
colorado,134,frame,0.116
colorado,134,masonry_joisted,0.116
colorado,134,non_combustible,0.116
colorado,134,masonry_non_combustible,0.012
colorado,134,modified_fire_resistive,0.005
colorado,134,fire_resistive,0.005
georgia,111,frame,0.403
georgia,111,masonry_joisted,0.403
georgia,111,non_combustible,0.403
georgia,111,masonry_non_combustible,0.128
georgia,111,modified_fire_resistive,0.102
georgia,111,fire_resistive,0.102
georgia,112,frame,0.204
georgia,112,masonry_joisted,0.204
georgia,112,non_combustible,0.204
georgia,112,masonry_non_combustible,0.048
georgia,112,modified_fire_resistive,0.038
georgia,112,fire_resistive,0.038
georgia,113,frame,0.104
georgia,113,masonry_joisted,0.104
georgia,113,non_combustible,0.104
georgia,113,masonry_non_combustible,0.038
georgia,113,modified_fire_resistive,0.03
georgia,113,fire_resistive,0.03
georgia,114,frame,0.11
georgia,114,masonry_joisted,0.11
georgia,114,non_combustible,0.11
georgia,114,masonry_non_combustible,0.04
georgia,114,modified_fire_resistive,0.032
georgia,114,fire_resistive,0.032
georgia,122,frame,0.204
georgia,122,masonry_joisted,0.204
georgia,122,non_combustible,0.204
georgia,122,masonry_non_combustible,0.048
georgia,122,modified_fire_resistive,0.038
georgia,122,fire_resistive,0.038
georgia,123,frame,0.104
georgia,123,masonry_joisted,0.104
georgia,123,non_combustible,0.104
georgia,123,masonry_non_combustible,0.038
georgia,123,modified_fire_resistive,0.03
georgia,123,fire_resistive,0.03
georgia,124,frame,0.11
georgia,124,masonry_joisted,0.11
georgia,124,non_combustible,0.11
georgia,124,masonry_non_combustible,0.04
georgia,124,modified_fire_resistive,0.032
georgia,124,fire_resistive,0.032
georgia,133,frame,0.104
georgia,133,masonry_joisted,0.104
georgia,133,non_combustible,0.104
georgia,133,masonry_non_combustible,0.038
georgia,133,modified_fire_resistive,0.03
georgia,133,fire_resistive,0.03
georgia,134,frame,0.11
georgia,134,masonry_joisted,0.11
georgia,134,non_combustible,0.11
georgia,134,masonry_non_combustible,0.04
georgia,134,modified_fire_resistive,0.032
georgia,134,fire_resistive,0.032
illinois,111,frame,0.117
illinois,111,masonry_joisted,0.117
illinois,111,non_combustible,0.117
illinois,111,masonry_non_combustible,0.034
illinois,111,modified_fire_resistive,0.023
illinois,111,fire_resistive,0.023
illinois,112,frame,0.117
illinois,112,masonry_joisted,0.117
illinois,112,non_combustible,0.117
illinois,112,masonry_non_combustible,0.034
illinois,112,modified_fire_resistive,0.023
illinois,112,fire_resistive,0.023
illinois,113,frame,0.109
illinois,113,masonry_joisted,0.109
illinois,113,non_combustible,0.109
illinois,113,masonry_non_combustible,0.032
illinois,113,modified_fire_resistive,0.022
illinois,113,fire_resistive,0.022
illinois,114,frame,0.079
illinois,114,masonry_joisted,0.079
illinois,114,non_combustible,0.079
illinois,114,masonry_non_combustible,0.044
illinois,114,modified_fire_resistive,0.032
illinois,114,fire_resistive,0.032
illinois,121,frame,0.117
illinois,121,masonry_joisted,0.117
illinois,121,non_combustible,0.117
illinois,121,masonry_non_combustible,0.034
illinois,121,modified_fire_resistive,0.023
illinois,121,fire_resistive,0.023
illinois,122,frame,0.117
illinois,122,masonry_joisted,0.117
illinois,122,non_combustible,0.117
illinois,122,masonry_non_combustible,0.034
illinois,122,modified_fire_resistive,0.023
illinois,122,fire_resistive,0.023
illinois,123,frame,0.109
illinois,123,masonry_joisted,0.109
illinois,123,non_combustible,0.109
illinois,123,masonry_non_combustible,0.032
illinois,123,modified_fire_resistive,0.022
illinois,123,fire_resistive,0.022
illinois,124,frame,0.079
illinois,124,masonry_joisted,0.079
illinois,124,non_combustible,0.079
illinois,124,masonry_non_combustible,0.044
illinois,124,modified_fire_resistive,0.032
illinois,124,fire_resistive,0.032
illinois,132,frame,0.117
illinois,132,masonry_joisted,0.117
illinois,132,non_combustible,0.117
illinois,132,masonry_non_combustible,0.034
illinois,132,modified_fire_resistive,0.023
illinois,132,fire_resistive,0.023
illinois,134,frame,0.079
illinois,134,masonry_joisted,0.079
illinois,134,non_combustible,0.079
illinois,134,masonry_non_combustible,0.044
illinois,134,modified_fire_resistive,0.032
illinois,134,fire_resistive,0.032
illinois,144,frame,0.079
illinois,144,masonry_joisted,0.079
illinois,144,non_combustible,0.079
illinois,144,masonry_non_combustible,0.044
illinois,144,modified_fire_resistive,0.032
illinois,144,fire_resistive,0.032
indiana,111,frame,0.138
indiana,111,masonry_joisted,0.138
indiana,111,non_combustible,0.138
indiana,111,masonry_non_combustible,0.033
indiana,111,modified_fire_resistive,0.026
indiana,111,fire_resistive,0.026
indiana,112,frame,0.119
indiana,112,masonry_joisted,0.119
indiana,112,non_combustible,0.119
indiana,112,masonry_non_combustible,0.029
indiana,112,modified_fire_resistive,0.023
indiana,112,fire_resistive,0.023
indiana,113,frame,0.13
indiana,113,masonry_joisted,0.13
indiana,113,non_combustible,0.13
indiana,113,masonry_non_combustible,0.031
indiana,113,modified_fire_resistive,0.025
indiana,113,fire_resistive,0.025
indiana,121,frame,0.138
indiana,121,masonry_joisted,0.138
indiana,121,non_combustible,0.138
indiana,121,masonry_non_combustible,0.033
indiana,121,modified_fire_resistive,0.026
indiana,121,fire_resistive,0.026
indiana,131,frame,0.138
indiana,131,masonry_joisted,0.138
indiana,131,non_combustible,0.138
indiana,131,masonry_non_combustible,0.033
indiana,131,modified_fire_resistive,0.026
indiana,131,fire_resistive,0.026
indiana,133,frame,0.13
indiana,133,masonry_joisted,0.13
indiana,133,non_combustible,0.13
indiana,133,masonry_non_combustible,0.031
indiana,133,modified_fire_resistive,0.025
indiana,133,fire_resistive,0.025
kentucky,111,frame,0.102
kentucky,111,masonry_joisted,0.102
kentucky,111,non_combustible,0.102
kentucky,111,masonry_non_combustible,0.045
kentucky,111,modified_fire_resistive,0.036
kentucky,111,fire_resistive,0.036
kentucky,112,frame,0.109
kentucky,112,masonry_joisted,0.109
kentucky,112,non_combustible,0.109
kentucky,112,masonry_non_combustible,0.048
kentucky,112,modified_fire_resistive,0.039
kentucky,112,fire_resistive,0.039
kentucky,122,frame,0.109
kentucky,122,masonry_joisted,0.109
kentucky,122,non_combustible,0.109
kentucky,122,masonry_non_combustible,0.048
kentucky,122,modified_fire_resistive,0.039
kentucky,122,fire_resistive,0.039
kentucky,132,frame,0.109
kentucky,132,masonry_joisted,0.109
kentucky,132,non_combustible,0.109
kentucky,132,masonry_non_combustible,0.048
kentucky,132,modified_fire_resistive,0.039
kentucky,132,fire_resistive,0.039
kentucky,141,frame,0.102
kentucky,141,masonry_joisted,0.102
kentucky,141,non_combustible,0.102
kentucky,141,masonry_non_combustible,0.045
kentucky,141,modified_fire_resistive,0.036
kentucky,141,fire_resistive,0.036
kentucky,142,frame,0.109
kentucky,142,masonry_joisted,0.109
kentucky,142,non_combustible,0.109
kentucky,142,masonry_non_combustible,0.048
kentucky,142,modified_fire_resistive,0.039
kentucky,142,fire_resistive,0.039
minnesota,111,frame,0.152
minnesota,111,masonry_joisted,0.152
minnesota,111,non_combustible,0.152
minnesota,111,masonry_non_combustible,0.052
minnesota,111,modified_fire_resistive,0.039
minnesota,111,fire_resistive,0.039
minnesota,112,frame,0.126
minnesota,112,masonry_joisted,0.126
minnesota,112,non_combustible,0.126
minnesota,112,masonry_non_combustible,0.042
minnesota,112,modified_fire_resistive,0.032
minnesota,112,fire_resistive,0.032
minnesota,113,frame,0.115
minnesota,113,masonry_joisted,0.115
minnesota,113,non_combustible,0.115
minnesota,113,masonry_non_combustible,0.039
minnesota,113,modified_fire_resistive,0.029
minnesota,113,fire_resistive,0.029
minnesota,123,frame,0.115
minnesota,123,masonry_joisted,0.115
minnesota,123,non_combustible,0.115
minnesota,123,masonry_non_combustible,0.039
minnesota,123,modified_fire_resistive,0.029
minnesota,123,fire_resistive,0.029
minnesota,132,frame,0.126
minnesota,132,masonry_joisted,0.126
minnesota,132,non_combustible,0.126
minnesota,132,masonry_non_combustible,0.042
minnesota,132,modified_fire_resistive,0.032
minnesota,132,fire_resistive,0.032
minnesota,143,frame,0.115
minnesota,143,masonry_joisted,0.115
minnesota,143,non_combustible,0.115
minnesota,143,masonry_non_combustible,0.039
minnesota,143,modified_fire_resistive,0.029
minnesota,143,fire_resistive,0.029
minnesota,152,frame,0.126
minnesota,152,masonry_joisted,0.126
minnesota,152,non_combustible,0.126
minnesota,152,masonry_non_combustible,0.042
minnesota,152,modified_fire_resistive,0.032
minnesota,152,fire_resistive,0.032
minnesota,161,frame,0.152
minnesota,161,masonry_joisted,0.152
minnesota,161,non_combustible,0.152
minnesota,161,masonry_non_combustible,0.052
minnesota,161,modified_fire_resistive,0.039
minnesota,161,fire_resistive,0.039
minnesota,171,frame,0.152
minnesota,171,masonry_joisted,0.152
minnesota,171,non_combustible,0.152
minnesota,171,masonry_non_combustible,0.052
minnesota,171,modified_fire_resistive,0.039
minnesota,171,fire_resistive,0.039
minnesota,181,frame,0.152
minnesota,181,masonry_joisted,0.152
minnesota,181,non_combustible,0.152
minnesota,181,masonry_non_combustible,0.052
minnesota,181,modified_fire_resistive,0.039
minnesota,181,fire_resistive,0.039
minnesota,182,frame,0.126
minnesota,182,masonry_joisted,0.126
minnesota,182,non_combustible,0.126
minnesota,182,masonry_non_combustible,0.042
minnesota,182,modified_fire_resistive,0.032
minnesota,182,fire_resistive,0.032
minnesota,183,frame,0.115
minnesota,183,masonry_joisted,0.115
minnesota,183,non_combustible,0.115
minnesota,183,masonry_non_combustible,0.039
minnesota,183,modified_fire_resistive,0.029
minnesota,183,fire_resistive,0.029
missouri,111,frame,0.239
missouri,111,masonry_joisted,0.239
missouri,111,non_combustible,0.239
missouri,111,masonry_non_combustible,0.079
missouri,111,modified_fire_resistive,0.064
missouri,111,fire_resistive,0.064
missouri,112,frame,0.238
missouri,112,masonry_joisted,0.238
missouri,112,non_combustible,0.238
missouri,112,masonry_non_combustible,0.079
missouri,112,modified_fire_resistive,0.063
missouri,112,fire_resistive,0.063
missouri,113,frame,0.235
missouri,113,masonry_joisted,0.235
missouri,113,non_combustible,0.235
missouri,113,masonry_non_combustible,0.078
missouri,113,modified_fire_resistive,0.063
missouri,113,fire_resistive,0.063
missouri,122,frame,0.238
missouri,122,masonry_joisted,0.238
missouri,122,non_combustible,0.238
missouri,122,masonry_non_combustible,0.079
missouri,122,modified_fire_resistive,0.063
missouri,122,fire_resistive,0.063
missouri,133,frame,0.235
missouri,133,masonry_joisted,0.235
missouri,133,non_combustible,0.235
missouri,133,masonry_non_combustible,0.078
missouri,133,modified_fire_resistive,0.063
missouri,133,fire_resistive,0.063
montana,111,frame,0.075
montana,111,masonry_joisted,0.075
montana,111,non_combustible,0.075
montana,111,masonry_non_combustible,0.048
montana,111,modified_fire_resistive,0.032
montana,111,fire_resistive,0.032
montana,112,frame,0.135
montana,112,masonry_joisted,0.135
montana,112,non_combustible,0.135
montana,112,masonry_non_combustible,0.053
montana,112,modified_fire_resistive,0.033
montana,112,fire_resistive,0.033
montana,121,frame,0.075
montana,121,masonry_joisted,0.075
montana,121,non_combustible,0.075
montana,121,masonry_non_combustible,0.048
montana,121,modified_fire_resistive,0.032
montana,121,fire_resistive,0.032
montana,131,frame,0.075
montana,131,masonry_joisted,0.075
montana,131,non_combustible,0.075
montana,131,masonry_non_combustible,0.048
montana,131,modified_fire_resistive,0.032
montana,131,fire_resistive,0.032
nebraska,111,frame,0.226
nebraska,111,masonry_joisted,0.226
nebraska,111,non_combustible,0.226
nebraska,111,masonry_non_combustible,0.042
nebraska,111,modified_fire_resistive,0.034
nebraska,111,fire_resistive,0.034
nebraska,112,frame,0.218
nebraska,112,masonry_joisted,0.218
nebraska,112,non_combustible,0.218
nebraska,112,masonry_non_combustible,0.041
nebraska,112,modified_fire_resistive,0.033
nebraska,112,fire_resistive,0.033
nebraska,113,frame,0.249
nebraska,113,masonry_joisted,0.249
nebraska,113,non_combustible,0.249
nebraska,113,masonry_non_combustible,0.047
nebraska,113,modified_fire_resistive,0.037
nebraska,113,fire_resistive,0.037
nebraska,114,frame,0.249
nebraska,114,masonry_joisted,0.249
nebraska,114,non_combustible,0.249
nebraska,114,masonry_non_combustible,0.047
nebraska,114,modified_fire_resistive,0.037
nebraska,114,fire_resistive,0.037
nebraska,122,frame,0.218
nebraska,122,masonry_joisted,0.218
nebraska,122,non_combustible,0.218
nebraska,122,masonry_non_combustible,0.041
nebraska,122,modified_fire_resistive,0.033
nebraska,122,fire_resistive,0.033
nebraska,131,frame,0.226
nebraska,131,masonry_joisted,0.226
nebraska,131,non_combustible,0.226
nebraska,131,masonry_non_combustible,0.042
nebraska,131,modified_fire_resistive,0.034
nebraska,131,fire_resistive,0.034
north_dakota,111,frame,0.17
north_dakota,111,masonry_joisted,0.17
north_dakota,111,non_combustible,0.17
north_dakota,111,masonry_non_combustible,0.089
north_dakota,111,modified_fire_resistive,0.071
north_dakota,111,fire_resistive,0.071
north_dakota,112,frame,0.169
north_dakota,112,masonry_joisted,0.169
north_dakota,112,non_combustible,0.169
north_dakota,112,masonry_non_combustible,0.088
north_dakota,112,modified_fire_resistive,0.07
north_dakota,112,fire_resistive,0.07
north_dakota,113,frame,0.167
north_dakota,113,masonry_joisted,0.167
north_dakota,113,non_combustible,0.167
north_dakota,113,masonry_non_combustible,0.087
north_dakota,113,modified_fire_resistive,0.07
north_dakota,113,fire_resistive,0.07
north_dakota,121,frame,0.17
north_dakota,121,masonry_joisted,0.17
north_dakota,121,non_combustible,0.17
north_dakota,121,masonry_non_combustible,0.089
north_dakota,121,modified_fire_resistive,0.071
north_dakota,121,fire_resistive,0.071
north_dakota,122,frame,0.169
north_dakota,122,masonry_joisted,0.169
north_dakota,122,non_combustible,0.169
north_dakota,122,masonry_non_combustible,0.088
north_dakota,122,modified_fire_resistive,0.07
north_dakota,122,fire_resistive,0.07
north_dakota,123,frame,0.167
north_dakota,123,masonry_joisted,0.167
north_dakota,123,non_combustible,0.167
north_dakota,123,masonry_non_combustible,0.087
north_dakota,123,modified_fire_resistive,0.07
north_dakota,123,fire_resistive,0.07
north_dakota,132,frame,0.169
north_dakota,132,masonry_joisted,0.169
north_dakota,132,non_combustible,0.169
north_dakota,132,masonry_non_combustible,0.088
north_dakota,132,modified_fire_resistive,0.07
north_dakota,132,fire_resistive,0.07
north_dakota,133,frame,0.167
north_dakota,133,masonry_joisted,0.167
north_dakota,133,non_combustible,0.167
north_dakota,133,masonry_non_combustible,0.087
north_dakota,133,modified_fire_resistive,0.07
north_dakota,133,fire_resistive,0.07
ohio,111,frame,0.152
ohio,111,masonry_joisted,0.152
ohio,111,non_combustible,0.152
ohio,111,masonry_non_combustible,0.052
ohio,111,modified_fire_resistive,0.039
ohio,111,fire_resistive,0.039
ohio,112,frame,0.126
ohio,112,masonry_joisted,0.126
ohio,112,non_combustible,0.126
ohio,112,masonry_non_combustible,0.042
ohio,112,modified_fire_resistive,0.032
ohio,112,fire_resistive,0.032
ohio,113,frame,0.115
ohio,113,masonry_joisted,0.115
ohio,113,non_combustible,0.115
ohio,113,masonry_non_combustible,0.039
ohio,113,modified_fire_resistive,0.029
ohio,113,fire_resistive,0.029
ohio,123,frame,0.115
ohio,123,masonry_joisted,0.115
ohio,123,non_combustible,0.115
ohio,123,masonry_non_combustible,0.039
ohio,123,modified_fire_resistive,0.029
ohio,123,fire_resistive,0.029
ohio,132,frame,0.126
ohio,132,masonry_joisted,0.126
ohio,132,non_combustible,0.126
ohio,132,masonry_non_combustible,0.042
ohio,132,modified_fire_resistive,0.032
ohio,132,fire_resistive,0.032
ohio,143,frame,0.115
ohio,143,masonry_joisted,0.115
ohio,143,non_combustible,0.115
ohio,143,masonry_non_combustible,0.039
ohio,143,modified_fire_resistive,0.029
ohio,143,fire_resistive,0.029
ohio,152,frame,0.126
ohio,152,masonry_joisted,0.126
ohio,152,non_combustible,0.126
ohio,152,masonry_non_combustible,0.042
ohio,152,modified_fire_resistive,0.032
ohio,152,fire_resistive,0.032
ohio,161,frame,0.152
ohio,161,masonry_joisted,0.152
ohio,161,non_combustible,0.152
ohio,161,masonry_non_combustible,0.052
ohio,161,modified_fire_resistive,0.039
ohio,161,fire_resistive,0.039
ohio,171,frame,0.152
ohio,171,masonry_joisted,0.152
ohio,171,non_combustible,0.152
ohio,171,masonry_non_combustible,0.052
ohio,171,modified_fire_resistive,0.039
ohio,171,fire_resistive,0.039
ohio,181,frame,0.152
ohio,181,masonry_joisted,0.152
ohio,181,non_combustible,0.152
ohio,181,masonry_non_combustible,0.052
ohio,181,modified_fire_resistive,0.039
ohio,181,fire_resistive,0.039
ohio,182,frame,0.126
ohio,182,masonry_joisted,0.126
ohio,182,non_combustible,0.126
ohio,182,masonry_non_combustible,0.042
ohio,182,modified_fire_resistive,0.032
ohio,182,fire_resistive,0.032
ohio,183,frame,0.115
ohio,183,masonry_joisted,0.115
ohio,183,non_combustible,0.115
ohio,183,masonry_non_combustible,0.039
ohio,183,modified_fire_resistive,0.029
ohio,183,fire_resistive,0.029
pennsylvania,110,frame,0.071
pennsylvania,110,masonry_joisted,0.071
pennsylvania,110,non_combustible,0.071
pennsylvania,110,masonry_non_combustible,0.029
pennsylvania,110,modified_fire_resistive,0.022
pennsylvania,110,fire_resistive,0.022
pennsylvania,120,frame,0.071
pennsylvania,120,masonry_joisted,0.071
pennsylvania,120,non_combustible,0.071
pennsylvania,120,masonry_non_combustible,0.029
pennsylvania,120,modified_fire_resistive,0.022
pennsylvania,120,fire_resistive,0.022
pennsylvania,130,frame,0.071
pennsylvania,130,masonry_joisted,0.071
pennsylvania,130,non_combustible,0.071
pennsylvania,130,masonry_non_combustible,0.029
pennsylvania,130,modified_fire_resistive,0.022
pennsylvania,130,fire_resistive,0.022
pennsylvania,140,frame,0.071
pennsylvania,140,masonry_joisted,0.071
pennsylvania,140,non_combustible,0.071
pennsylvania,140,masonry_non_combustible,0.029
pennsylvania,140,modified_fire_resistive,0.022
pennsylvania,140,fire_resistive,0.022
pennsylvania,150,frame,0.071
pennsylvania,150,masonry_joisted,0.071
pennsylvania,150,non_combustible,0.071
pennsylvania,150,masonry_non_combustible,0.029
pennsylvania,150,modified_fire_resistive,0.022
pennsylvania,150,fire_resistive,0.022
pennsylvania,160,frame,0.071
pennsylvania,160,masonry_joisted,0.071
pennsylvania,160,non_combustible,0.071
pennsylvania,160,masonry_non_combustible,0.029
pennsylvania,160,modified_fire_resistive,0.022
pennsylvania,160,fire_resistive,0.022
pennsylvania,170,frame,0.071
pennsylvania,170,masonry_joisted,0.071
pennsylvania,170,non_combustible,0.071
pennsylvania,170,masonry_non_combustible,0.029
pennsylvania,170,modified_fire_resistive,0.022
pennsylvania,170,fire_resistive,0.022
pennsylvania,180,frame,0.071
pennsylvania,180,masonry_joisted,0.071
pennsylvania,180,non_combustible,0.071
pennsylvania,180,masonry_non_combustible,0.029
pennsylvania,180,modified_fire_resistive,0.022
pennsylvania,180,fire_resistive,0.022
pennsylvania,190,frame,0.071
pennsylvania,190,masonry_joisted,0.071
pennsylvania,190,non_combustible,0.071
pennsylvania,190,masonry_non_combustible,0.029
pennsylvania,190,modified_fire_resistive,0.022
pennsylvania,190,fire_resistive,0.022
south_dakota,111,frame,0.153
south_dakota,111,masonry_joisted,0.153
south_dakota,111,non_combustible,0.153
south_dakota,111,masonry_non_combustible,0.041
south_dakota,111,modified_fire_resistive,0.034
south_dakota,111,fire_resistive,0.034
south_dakota,112,frame,0.14
south_dakota,112,masonry_joisted,0.14
south_dakota,112,non_combustible,0.14
south_dakota,112,masonry_non_combustible,0.038
south_dakota,112,modified_fire_resistive,0.032
south_dakota,112,fire_resistive,0.032
south_dakota,121,frame,0.153
south_dakota,121,masonry_joisted,0.153
south_dakota,121,non_combustible,0.153
south_dakota,121,masonry_non_combustible,0.041
south_dakota,121,modified_fire_resistive,0.034
south_dakota,121,fire_resistive,0.034
south_dakota,122,frame,0.14
south_dakota,122,masonry_joisted,0.14
south_dakota,122,non_combustible,0.14
south_dakota,122,masonry_non_combustible,0.038
south_dakota,122,modified_fire_resistive,0.032
south_dakota,122,fire_resistive,0.032
texas,111,frame,0.202
texas,111,masonry_joisted,0.202
texas,111,non_combustible,0.202
texas,111,masonry_non_combustible,0.135
texas,111,modified_fire_resistive,0.082
texas,111,fire_resistive,0.082
texas,112,frame,0.19
texas,112,masonry_joisted,0.19
texas,112,non_combustible,0.19
texas,112,masonry_non_combustible,0.127
texas,112,modified_fire_resistive,0.077
texas,112,fire_resistive,0.077
texas,113,frame,0.174
texas,113,masonry_joisted,0.174
texas,113,non_combustible,0.174
texas,113,masonry_non_combustible,0.116
texas,113,modified_fire_resistive,0.071
texas,113,fire_resistive,0.071
texas,114,frame,0.198
texas,114,masonry_joisted,0.198
texas,114,non_combustible,0.198
texas,114,masonry_non_combustible,0.132
texas,114,modified_fire_resistive,0.076
texas,114,fire_resistive,0.076
texas,115,frame,0.223
texas,115,masonry_joisted,0.223
texas,115,non_combustible,0.223
texas,115,masonry_non_combustible,0.149
texas,115,modified_fire_resistive,0.086
texas,115,fire_resistive,0.086
texas,116,frame,0.09
texas,116,masonry_joisted,0.09
texas,116,non_combustible,0.09
texas,116,masonry_non_combustible,0.06
texas,116,modified_fire_resistive,0.033
texas,116,fire_resistive,0.033
texas,117,frame,0.09
texas,117,masonry_joisted,0.09
texas,117,non_combustible,0.09
texas,117,masonry_non_combustible,0.06
texas,117,modified_fire_resistive,0.033
texas,117,fire_resistive,0.033
texas,118,frame,0.084
texas,118,masonry_joisted,0.084
texas,118,non_combustible,0.084
texas,118,masonry_non_combustible,0.056
texas,118,modified_fire_resistive,0.031
texas,118,fire_resistive,0.031
texas,123,frame,0.174
texas,123,masonry_joisted,0.174
texas,123,non_combustible,0.174
texas,123,masonry_non_combustible,0.116
texas,123,modified_fire_resistive,0.071
texas,123,fire_resistive,0.071
texas,124,frame,0.198
texas,124,masonry_joisted,0.198
texas,124,non_combustible,0.198
texas,124,masonry_non_combustible,0.132
texas,124,modified_fire_resistive,0.076
texas,124,fire_resistive,0.076
texas,125,frame,0.223
texas,125,masonry_joisted,0.223
texas,125,non_combustible,0.223
texas,125,masonry_non_combustible,0.149
texas,125,modified_fire_resistive,0.086
texas,125,fire_resistive,0.086
texas,126,frame,0.09
texas,126,masonry_joisted,0.09
texas,126,non_combustible,0.09
texas,126,masonry_non_combustible,0.06
texas,126,modified_fire_resistive,0.033
texas,126,fire_resistive,0.033
texas,127,frame,0.09
texas,127,masonry_joisted,0.09
texas,127,non_combustible,0.09
texas,127,masonry_non_combustible,0.06
texas,127,modified_fire_resistive,0.033
texas,127,fire_resistive,0.033
texas,128,frame,0.084
texas,128,masonry_joisted,0.084
texas,128,non_combustible,0.084
texas,128,masonry_non_combustible,0.056
texas,128,modified_fire_resistive,0.031
texas,128,fire_resistive,0.031
texas,136,frame,0.09
texas,136,masonry_joisted,0.09
texas,136,non_combustible,0.09
texas,136,masonry_non_combustible,0.06
texas,136,modified_fire_resistive,0.033
texas,136,fire_resistive,0.033
texas,138,frame,0.084
texas,138,masonry_joisted,0.084
texas,138,non_combustible,0.084
texas,138,masonry_non_combustible,0.056
texas,138,modified_fire_resistive,0.031
texas,138,fire_resistive,0.031
texas,146,frame,0.09
texas,146,masonry_joisted,0.09
texas,146,non_combustible,0.09
texas,146,masonry_non_combustible,0.06
texas,146,modified_fire_resistive,0.033
texas,146,fire_resistive,0.033
washington,110,frame,0.037
washington,110,masonry_joisted,0.037
washington,110,non_combustible,0.037
washington,110,masonry_non_combustible,0.024
washington,110,modified_fire_resistive,0.018
washington,110,fire_resistive,0.018
washington,120,frame,0.037
washington,120,masonry_joisted,0.037
washington,120,non_combustible,0.037
washington,120,masonry_non_combustible,0.024
washington,120,modified_fire_resistive,0.018
washington,120,fire_resistive,0.018
wyoming,111,frame,0.098
wyoming,111,masonry_joisted,0.098
wyoming,111,non_combustible,0.098
wyoming,111,masonry_non_combustible,0.028
wyoming,111,modified_fire_resistive,0.024
wyoming,111,fire_resistive,0.024
wyoming,112,frame,0.1
wyoming,112,masonry_joisted,0.1
wyoming,112,non_combustible,0.1
wyoming,112,masonry_non_combustible,0.029
wyoming,112,modified_fire_resistive,0.025
